Polarities,Subjectivities,Coments
0.24266666666666667,0.484,"The Four Seasons near the World Trade Center is first class all the way around.  Truly enjoyed our stay from minute we arrived we were greeted by our name and the staff was more than attentive.  Clean, first class accommodations.  Location is quiet downtown, close to subway, World Trade Centers, 911 Memorial, Brooklyn Bridge.  Highly recommend.   "
0.0703125,0.415625,"I recently stayed at this hotel for a work trip.  I have stayed at other high-end hotels in NYC and the Four Seasons rises above due to their excellent service.  I felt like an entire staff actually cared.  Little touches they add to the room, like a cleaning cloth for your glasses to a cord keeper for your charging cords."
0.6590909090909091,0.5636363636363636,"If you are traveling to New York City and staying in Downtown, then do not hesitate to stay at the best address in this part of town, at the Four Seasons Hotel Downtown. An iconic location with faultless service are hallmarks of this distinguished property. "
0.40795068027210885,0.5479591836734693,"From the moment you walk in this FS downtown you feel welcomed and at ease. Great service from everyone, going the extra mile to help you. Special thanks to Katora and the spa manager, both very friendly and very eager to help. The rooms were clean and spacious with modern facilities. The spa and the swimming pool are also great providing a place to relax after a day in the city. The food at the restaurant was excellent and the staff great. The location is convenient with many links to different areas of Manhattan (if you are a tourist). I would definitely stay there again and recommend it to friends. "
0.16054545454545455,0.5318181818181819,very nice new hotel. close to 9/11 memorial and other tourist attractions. I would recommend this hotel to friends visiting New York City. The front desk was helpful in finding us resturants and other attractions close to the hotel.
0.284375,0.3,"I will rate everything in this luxury property five stars - facilities (bar, meeting rooms, and guest rooms), amenities, and staff.  Guestroom and bathroom are spotless.  Professional and friendly associates.Thank you for the five-star guest experience!"
0.03462688105545247,0.34032673675530817,"We have stayed at several Four Seasons and are frequent Ritz Carlton customers.  We always expect the best at the Four Seasons, but this trip was a disappointment.  We live in New York in the suburbs and were staying in Manhattan for 2 nights.  Decided on this location as we always had great experiences with Four Seasons.   It started when no one escorted us up to the room (maybe they are used to business travelers who don’t care).  To get to the point there were 3 things that happened that ruined our stay.   1) We got back to our room Thursday evening after being out all day to find a note that the restaurant and bar were closed for a private event.  This left us no alternative at that hotel.  When we raised our concern, we were told “you can still use room service”!!!.   2) At the same time the room it was 5:00PM, and the room had not been serviced they immediately sent 2 room service attendants to service the room and while we waited in the lobby. Maybe the do not disturb light was on?  I don’t know but even if it was I would have dropped dead in the room and no one would have known.  Also if the do not disturb is on all day, ring the phone!  3) While waiting in the lobby  a woman walks down from the elevator with her dog, the dog urinates in the middle of the lobby right in front of the desk and she totally ignores it and walks out the door of the hotel.  Now this is both a hotel and multimillion dollar condos, so I suspect this was a tenant not a hotel guest.  When I complained to the desk I was told “can’t do anything about it, it’s an accident”.  They didn’t even notice it was happening until I told them and stopped someone from stepping in it. Obviously between the restaurant and bar being closed (likely favoring a condo tenant for a wedding) a tenant not even told by the hotel that their dog used the lobby as a toilet and the room not being made up  I question “what was the hotel thinking”?.  The stars aligned on several things that just shouldn’t be.  If you can’t provide a place to eat and drink (other than your room) don’t close your only venue.  It’s arrogant and an insult to your other customers.  Let your tenants know to curb their dogs."
0.1922451790633609,0.5216253443526171,We were lucky enough to stay here on our honeymoon in New York and our experience here really added to the trip overall. Nothing was too much trouble for the staff here and the room was absolutely immaculate with stunning detail in the bathroom. The bed is like sleeping on a cloud! And the staff sent up a bottle of champagne and cake to celebrate our honeymoon which was very thoughtful. The location is fantastic for touristing from - you're a stone's throw away from the World Trade Center memorial and plenty of subway stops and cafes close by.
0.1722222222222222,0.7583333333333333,"This hotel looks great, good location and nice rooms but unfortunately that’s where the good news endsIt feels like they have fired all the staff As I write this review from the lobby there is only 2 members of staff hereThe attitude is so relaxed it makes the Caribbean seem almost slick No one seems to give a fu*kI would not stay here again it shocking Much better places to stay"
0.03803418803418805,0.5824786324786325,"It's been a while since I've stayed in a 5-star hotel and the Four Seasons didn't let me down on the luxury experience.  The room was lovely, with extra touches like the TV in the bathroom mirror and an iPad for room service ordering.  Bed was comfortable, room was quiet, bathroom was nice.  The only disappointment was the lobster ramen I got from room service the noodles were overcooked and very starchy/mushy, which is never good.  And, weirdly, they never picked up the cart and the meal was still sitting out in the hallway the next morning (after they had confirmed with me that I'd leave it out there when done)."
0.37878787878787873,0.6098484848484849,"The combination of location, service, outstanding room layouts, and phenomenal food make this THE place to stay downtown in New York.  Don’t miss Cut by Wolfgang Puck, and save some time to use the spa. "
0.13633928571428572,0.5675324675324676,"We chose this location because it was convenient to get to Brooklyn for a show.  Usually we stay in Union Square or by the Park.  The hotel itself was beautiful.  The doorman was attentive and the front desk staff very helpful.  Our room was stunning and very clean.  Softest sheets I may have ever slept in.  It was hard to get out of bed!  Room service attendant was thoughtful and prompt.there seemed to be less restaurant options within walking distance than other parts of manhattan.  However, you are right by the 9/11 memorial if you want to check that out (which I highly recommend)So why not five stars? - the hot water was slow.  Like you had to start the shower and wait ten minutes for the water to get hot.- that bathtub was gorgeous.  And very very uncomfortable.  The sides were almost at 90 degree angle so you had to sit upright while taking a bath - which defeats the purpose of a relaxing soak!- the concierge recommended a restaurant to us. Which we noticed had a “B” health rating...after we already ate there!  A five star hotel should not be recommending places with anything less than an “A” health rating.All in all a good visit and I would definitely give them another chance.  "
0.014583333333333334,0.4041666666666667,"We arrived at Four Seasons downtown for my 40th birthday at the end of August for a staycation. I had an unfortunate experience at Cut that ignited a severe food allergy and fainted twice in the lobby. Long story short, I ended up in an ambulance. That said, the hotel could not have been less helpful. It seemed they not only didnt care about me as a guest, but just didnt care about me as another human being. We ended up not staying, as I wanted to be home. The best I can say is that they just could not have cared any less. For that, never again."
0.37666666666666665,0.6599999999999999,Stayed in the Hudson Suite and it was fabulous! The living area was huge and offered an eating area for in-room dining. The bedroom and closet area were nicely sized (the closet was huge!) and the master bathroom had plenty of room and a great tub for soaking! The staff was friendly and accommodating throughout my stay. The bar area was closed early during the week which seems kind of odd for NYC but everything else was on par for a Four Seasons!
0.5025,0.5525,ニューヨークのダウンタウンに位置する当ホテル。とにかく交通の便が良く、徒歩圏内にスーパーやお土産屋さんもありとても良い立地です。ブルックリンブリッジや911メモリアルセンターも徒歩圏でした。お部屋は街中のホテルにも関わらず広々していて静かで清潔で、とてもすごしやすかったです。ベッドの寝心地が大変良く、疲れが取れて観光にも最適です。大きなバスタブも設置されているので、その点も日本人にとってGOODでした。スタッフの皆さん本当にご親切で、英語が話せないにも関わらずこちらがYesかNoで回答出来るように質問してくださり、本当に助かりました。また、到着したのが深夜だったのですがお部屋に抹茶のロールケーキとメッセージ、野点セットがあり涙が出そうでした。あの晩に飲んだお抹茶は本当においしかったです。NYの思い出の半分はFour Seasons Hotelでの滞在です（笑）さすが！Four Seasons Hotel☆次にNYを訪れる際も、絶対に泊まりたいです。Thank you very much for everything. I never forget your kindness.I wish your company will have many more successful years.
0.5533730158730159,0.6445767195767196,"Amazing hotel! We love The Four Seasons Hotels worldwide but the staff at Downtown are some of the best we have ever experienced. I can’t single out one person, from the doormen to the front of house team to the waiters and bar staff in CUT to the housekeeping - all super helpful, friendly and they made my whole family feel like the most special guests. We had 3 rooms on the 19th floor. Each room was beautiful and calm after the craziness of NY. The restaurant served a lovely breakfast but the dinner and steak were exceptional. We had one of the best steaks we’ve ever had at CUT. The birthday cake for my husband after dinner was a lovely, thoughtful touch. Thank you to all at The Four Seasons Downtown, we had a wonderful stay. "
0.6333333333333333,0.8333333333333334,"We felt like we were the most important guests there. Everyone at the Four Seasons, from the doorman to the front desk greeted us with warmth and smiles. Our stay was awesome and we look forward to returning soon."
0.44036206218024404,0.5869500196772924,"This is one of the best city hotels in the world. Suites are large and I loved the design of the hotel common areas and rooms, everything looked brand new. Service was flawless and breakfast food was good. Location is good near wtc and easy walk to soho. Highly recommended "
0.007575757575757589,0.5742424242424242,"Just spent one night there but it's ok, clean room, eventually not so nice towels in the bathroom (not enough for a decent shower, but' that's life) and, as usual in the US too cold as the air conditioning is always set too low for my personal point of view. Leave it at 20 Centigrades, is even to cold but affordable. "
0.42974380165289267,0.6424944903581267,"Exceptional service and accommodations!! We will definitely be returning in the near future. Upon arrival we were assisted with our luggage and welcomed into the hotel by the door man. The front desk staff were very professional and check in was seamless. Our room was a Corner Room and it was exceptional. Every detail of the room was perfect. The amenities were very high quality, the bathroom was spacious, the bed was very comfortable. The service by housekeeping and dining was phenomenal.  The level of detail in this hotel is amazing  flawless design, inviting colour schemes and incredible service. It is clear that the hotel is managed with a focus of having the guest as the number one priority.  Quality of service is always in the details and this hotel definitely resembles this. This hotel with its exceptional accommodations, high quality service and professional staff show it to be a leader in the 5 star category and an ambassador of the Four Seasons brand.We would like to thank Mr. Thomas Carreras for his exceptional hospitality and his staff for an incredible stay in New York."
0.46282590515545063,0.6524842581660765,"This is a magnificent, unique, exciting hotel which became our new favorite in NYC! Everything at Four Seasons Downtown is above and beyond the expectations. First, its location. We used to prefer Uptown but after having tried the incredible vibe of Tribeca mixed with the unparalleled service of Four Seasons we will return and recommend it to anyone. For architecture and design lovers this is a truly gem, the building designed by Architect Robert A.M. Stern is just magnificent and it add contemporary elegance to Downtown skyline. The interior is sleek and modern and the rooms - oh my God! - we were lucky enough to be upgraded to the Hudson Suite which is a dream come true! We woke up with the light of the morning reflecting among the Oculus and the river and it was just breathtaking. Every detail in the room is designed to perfection, bathroom, closet, lights, curtains, linens. We loved, loved, loved our room and we loved the wonderful people of house keeping who took care of it. Thank you for your precious work. Then the pool, you have to see that! Really gorgeous! But what makes you feel like a royalty is the service: flawless, quick, professional, friendly. Just perfect. Bell men are like breeze, really the best! Front desk was exceptional and we would like to thank and congratulate Ms. Laura who was our angel throughout our stay. We had a memorable, unique experience at Four Seasons Downtown and we will never thank enough all the special Four Seasons people and most of all Mr. Thomas Carreras the finest General Manager. A great gentleman, an extraordinary professional. Thank you for making everything possible, we truly appreciated your work and recognition. Hope to be back soon."
0.057674407958984375,0.4041666666666666,"I was not a guest. Usually I stay at The Beekman hotel another 5 star property in the area. However after waiting on Barclay street for over 8 minutes in bumper to bumper traffic. This wonder doorman walked out and provided ice cold water for me and my 2 year old daughter who was sitting in the backseat. I was beyond grateful!!!!! I called the hotel to find out his name, which is Raul!!! Thank you so much! Based on his service I will stay at The Four Seasons in the future. He is a true asset to the company."
0.4316115702479339,0.5679981634527088,"When I arrived the door man was straight to my car to grab all my luggage and make sure I got into the hotel ok and found the check in desk. Once in the hotel the staff were incredibly friendly all week and always said hello in a morning and evening when returning or leaving.The room itself was phenomenal. Nice and open with great views of downtown New York.Would recommend this hotel to anyone, truly one of the best in New York."
0.5996666666666668,0.8300000000000001,"My stay at this hotel was perfect. The room was wonderful as well as all of the employees. The in room dining was delicious and delivered very promptly by very nice staff members. Bed was so comfortable, bathroom was clean and well stocked and pretty.  Can't say enough about this awesome hotel!"
0.2619444444444444,0.5591666666666666,"The rooms are extremely well-appointed, modern, and very clean, and the hotel is in a great location in lower Manhattan. The private bar in the room and the TV display in/behind the mirror in the bathroom are nice touches. The powered curtains blackout the light almost completely, there are multiple storage closets, and the bed was very comfortable. The lobby is small and not much to look at but the rooms are the real star here. Room service was very fast and quite good. Quick tip: There is a great vegetarian restaurant called Nish Nush a few blocks away."
-0.049999999999999996,0.41282051282051285,The door would not open four times during my short stay of 4 days. The securities came to open the room door for me were all rude. The hotel room is much smaller than it looks on the picture. I am a regular guest to four seasons hotel but after this experience may never trust this brand.
0.67,0.71,We had a wonderful stay again at this Four Seasons hotel.We recieved an excellent service.The décor of the hotel and guest room is luxurious.The beds are heavenly comfortable.The gymn and pool are great.In the restaurant called CUT you can start your day with a delicious breakfast and/of end your day with a dining experience full of  culinary delights.
0.2493686868686869,0.45974747474747474,"My BFF and I had a quick getaway to New York and definitely wanted to stay at this hotel. I'm very familiar with the area due to previous business trips and was pleasantly surprised to see the hotel tucked away on Barclay St. We had a corner room with a good view, very well appointed. Definitely enjoyed our stay and I know where I will be staying during my next trip to NYC. The staff was very helpful and friendly, thanks for the great service"
0.13506493506493505,0.5053751803751804,"My husband and I spent two nights here during our stay in the New York City. Even though we arrived at the hotel rather early, the staff was really helpful and were able to accommodate us for an early check-in and and even offered us an upgrade. The suite got a lovely bathroom and worthy of mention is the good quality of toiletries (Lorenzo Villoresi) provided. Amenities-wise, the 24-hours gym is great with treadmills (however it was a bit disappointing that 2 out of 5 of didn’t work), free weight, exercise bikes and cross trainers, overlooking the city. In term of its location, it’s conveniently located next to some key landmarks such as the World Trade Center and 9/11 memorial and is within walking distance to the Wall Street. The only drawback is that because of its close proximity to the main street, one can hear the traffics even late at night and despite us staying on the 16th floor. That aside, I would definitely recommend it."
0.5982954545454545,0.7443181818181819,"I travel a lot and have been to many places. I need to give my credits to the Four Seasons hotel in New York. I really enjoyed my stay at this hotel. The staff was incredibly nice, the service was perfect and beautiful rooms. I really enjoyed my stay at the Four Seasons hotel.I hope to see you soon again.Thanks again for the good service.Greetings Karin"
0.5,0.6571428571428573,"The Four Seasons Downtown was incredible! The room was so clean and well appointed, the staff was amazing and we really felt at home during our stay. The front desk and doorman went above and beyond to make our experience exceptional! The bed was incredibly comfortable and spending time in the room was a treat!"
0.7785714285714286,0.8071428571428572,"Great Hotel, Great ambiance. Will recommend and stay any time in NYC! Much love to Imani wonderful at the front desk! The pool was amazing, the check in was great, had the Premier King facing the world Trade-awesome view. Amazing Stay!"
0.38015151515151513,0.6599494949494951,The service was very good. They also have a nice spa which is the perfect place to relax after a 10 hours flight. Roomservice was very good! Rooms could be bigger but I guess It's normal that hotels in New York have small rooms compared to other cities.
0.5311111111111112,0.7122222222222223,"Good location, clean, comfortable bed, huge bathroom, totally quiet, great turn down service, great checking in and out, and wonderful breakfast! Wonderful bathroom amenities.Can’t wait to go back!Highly recommend this hotel!"
0.3260416666666667,0.4496527777777778,"I booked the Four Seasons Downtown as a trip for my mother’s birthday, and it was the best present she could have asked for! She loved  how the front desk agent, Brett, was extremely kind and made her check-in seamless. In addition to that, Nasha, the Night Operations Manager, took the time to speak with me, as I thanked her and her team for their hard work and passion. I would also like to give a compliment to the housekeeping team for making sure the room was spotless upon her arrival. Thank you Four Seasons for a memory that will last my mom a lifetime! "
0.2647354497354497,0.715026455026455,"My large investment firm hosts four high end events annualy at the Four Seasons Downtown. The nature of our events can be unpredictable and the banquet staff manages our last minute changes and unique meeting needs flawlessly. I am forever impressed and grateful for all of the care and attention this venue gives to not only my meetings, but my staff and my guests as well. We'll never go anywhere else after staying here. "
0.2672727272727273,0.5389090909090909,"What an amazing stay we had at Four Season downtown New York City!Great service, location, room, everything so comfortable and in the highest level. I would definitely be back. Highly recommend!Thank you!"
0.30953202681107955,0.39945211038961037,"How do I even begin this review? We had our wedding at the Four Seasons Hotel New York Downtown, and from the initial proposal to the actual wedding weekend, simply put in one word, our experience was MAGICAL. My family members and I went to the hotel 5 hours ahead of check-in time, and they were able to get us into our rooms and handled SO many bags of luggage across the multiple rooms without any hiccups. I even went to the hotel spa for a gel manicure and pedicure...perfect service, and when I noticed something on my nail the next morning (day of wedding), the hotel spa had someone come into the room to fix my nail during probably one of the busiest times of the day. Fast forward to the set-up of ceremony, cocktail hour, and reception...the wedding party didn't even know what was going on because the hotel staff took care of every detail. So many of our guests kept remarking about the food, beverages, and hotel decor. On top of that, the hotel even remembered that my sister and mother both love Tabasco, and delivered a tray of mini bottles during the reception!!! Then when our reception was over, we somehow had our items from the reception (including party favors) already delivered in the room before we even got into our room to change for our after party!!! If I could relieve the weekend over and over, I would. We couldn't have made a better choice for us to start our lives as newlyweds. THANK YOU SO MUCH to the hotel and staff of Four Seasons Hotel New York Downtown!!!!!"
0.6575757575757576,0.7833333333333333,"Every staff member was extremely pleasant, happy to help us, and always greeting us. I've never stayed anywhere with such wonderful service! The lifeguard was very friendly (awesome pool!), spa help was wonderful! The room was always cleaned wonderfully. Everything at the Four Seasons was so much better than we could have even dreamed of! Thank you Four Season Staff for an incredible few days in NYC!!"
0.3627525252525252,0.57260101010101,"The Four Seasons Downtown has become our hotel of choice when visiting New York. We've tried many others, but this is the only hotel that consistently delivers perfect service, warm hospitality, a quiet and comfortable room, and the facilities we want (a 25 meter pool and an excellent fitness center, in particular). The staff are genuinely welcoming and helpful."
0.175,0.7,"I would recommend Four Seasons to all.  If you have the extra money to spend on a vacation, this is the place. They treat you like royalty even though we were clearly not.  Courteous, kind & helpful staff went over and beyond in making us feel comfortable & taken care of.  A++"
0.39501953125,0.5694444444444443,This was our second stay-cation at the four seasons downtown. The four seasons downtown team go way above and beyond to make sure every detail is perfect especially for a ten year old boy!!! Everyone is so kind and lovely. We love the spa and the pool and Leon and the team! Be sure to see Najla or Daisy for the best services! The rooms are quiet and comfortable an oasis of calm and luxury! We love the four seasons downtown!
0.6380952380952382,0.807142857142857,"Great hotel which is perfect in every way when visiiting NYC. If I can I try always to stay here when on business in NYC rooms are spacious, comfortable and with all ammenities you need. Views exceptional and the fitness area excellent. The staff are really professional and supportive when helping with any issues."
0.48809523809523814,0.6411255411255411,"The downtown location of the Four Seasons right by the Financial District in Tribeca was perfect! It was close walking distance to the 9/11 memorial and great shopping and street food were nearby as well as parks and Pace University.  The downstairs doorman of the hotel was super nice as well. Great room service offered 24 hours, comfortable cloud like beds, free wifi, and impeccable service. Try out Cut which is a Wolfgang Puck restaurant while you're there. We will be back!"
0.4803030303030303,0.6681818181818181,Beautiful suites. Great bathrooms. Spacious. Courteous staff. Good closet space. Suites have great views and are super quiet. The showers could be a bit bigger but it wasnt a big deal. Breakfast in restaurant was great. Spa is fantastic. 
0.36704545454545456,0.636679292929293,"I stayed at the Four Seasons for a couple of nights in June.  Food, staff, rooms were all great.  It is a new hotel.  I think only two or three years old.  I really liked the location and getting in and out of the city was not an issue.  The staff were always happy to help and I'll be back for sure."
0.37846681096681095,0.6501406926406926,"New hotel one block from the Freedom Tower.  Restoration Hardware type furnishings.  Very modern and clean looking.  Rooms are stocked with the latest gadgets such as automatic blinds/curtains, large TVs and excellent wifi.  Service is top notch.  Room service is pricey but excellent.  Nice pool and spa.  Not many hotels in Manhattan boast a large lap pool.  Treat your self and indulge in luxury downtown"
0.24568787878787876,0.48544848484848485,"This was my second stay at this glossy, new addition to the Four Seasons portfolio.As other reviewers have mentioned this is well-placed in this part of the city and has a good variety of different accommodation options. This time we had a Hudson Suite, which I liked as it has the second bathroom that I prefer when travelling as a couple.This trip, admittedly, I had a couple of glitches at check-in, but they were very quickly resolved and I am most impressed by the visibility of senior management in the public areas at this hotel - something that many other top hotels should look to emulate.The only reason for the mark at 4 not 5 is that this IS a Four Seasons, so expectations are high and personally I think that the breakfast service at Cut is inconsistent, often lacklustre and occasionally insolent. Is this restaurant fully managed by the FS I wonder? Incidentally, Cut has an altogether different atmosphere in the evening and service levels are more in-keeping with what you would expect. Service elsewhere is excellent, very friendly, making you feel extremely welcome.I will definitely be back whenever I am on business downtown but might opt for room-service breakfast next time!"
0.26250000000000007,0.6174999999999999,"Fantastic Hotel in Downtown. We loved the pool and the nice room. Very close to subway. Friendly staff. The restaurant was ok, but not outstanding. Only downside was, that they could not setup an extra bed or sofa for our 8 year old boy."
0.33060897435897435,0.6269230769230769,"This was the second time we stayed at the Four Seasons Downtown and is was exceptionally good again!!  The room was fantastic, my husband used the pool and fitness facilities and really enjoyed that.  The location is awesome.....we walked the Brooklyn Bridge both mornings we were there as it is only a couple of blocks from the hotel.  The staff is top notch, especially the door men with a huge shout out to Kirk in particular!!  He remembered us from last year and we even ran into him in Tribeca one afternoon away from the hotel.  He recognized us and stopped to chat for a minute.  Very friendly and courteous!  Would definitely recommend the Fours Seasons Downtown every time!!!"
0.3376893939393939,0.6370896464646465,"I've stayed here twice. The first time was a generally great stay, and I appreciated the typical Four Sesons service at a property that's super sexy and new feeling. Similar in style to The Conrad close by, but with elevated service and amenities as you'd expect with FS. I had a few issues that were so minor (room service steak ordered rare that came medium, as well as a noticeable stain on the room carpet) I didn't even feel the need to speak to the staff, I just mentioned on the survey everything wasn't absolutely perfect. Lo and behold, the GM reaches out to me via email and says he'll make sure to take care of me on a return visit. Just completed that stay and pleased to say everything was entirely flawless this time....  and yes, I re-tested the room service steak. It was deliciously rare this time."
0.32983091787439617,0.6413647342995169,"I have stayed at Four Seasons hotels all over the world and I can honestly say this is one of the absolute best.  We booked the Family Escape package which included cute things for my toddler like her own tiny bathrobe, rainbow rice crispies treats with her name in icing, a free pay per view movie, free valet, etc.  My husband, I and little Sienna were awestruck by this hotel and how well treated we all were by literally every staff member we came across.  She felt like a two foot tall celebrity and was treated like royalty and so were we. One of the things I loved about the hotel was that all requests (room service, house keeping, valet, etc) can be done through an iPad in the room which makes it incredibly fast and easy. I arrived at the hotel really hungry so was able to immediately sit down with the iPad and enter my room service order. Within 25 minutes, an impossibly charming man with an Italian accent showed up (calling my toddler ‘princess’) and set up a table in our room consisting of food that was so mind blowing it made me want to cry.  I think of myself as someone who is very hard to impress given I travel a lot and blow all of my money on nice hotels.  I’ve been underwhelmed by many hotels that have fabulous reputations, but this one blew my mind. The service, the food, the luxurious amenities, the friendly valet staff, the glorious pool - it all delivers. Literally can’t wait to go back and have that room service all over again"
0.3046875,0.6510416666666667,Spent a great long weekend at Four Seasons NYC Downtown! We were satisfied with all aspects of our stay. The room was spacious and quiet and had great views. The housekeeping service especially was absolutely outstanding.
0.225,0.4583333333333333,"The hotel is conveniently located near the World Trade Center and Wall Street m, so fairly ideal for tourists and business travelers. Heading up to midtown by Uber or taxi may take upwards of 45 mins during morning traffic. NYC noise like sirens is a constant nuisance, however. "
0.5625,0.6875,Staff was courteous and assisted my wife and I with every aspect of our trip. Beautiful decor in the bathroom and bedroom made us never want to leave. Great in room dining options. We will definitely be back again!!!
0.418828125,0.5507142857142857,"pricey but perfect - worth the splurge.  Great arrival.  We showed up about three hours early and hoped to simply check our bags and get out into the city.  The fellow who met us at the car for the valet parking asked for our name (as they all do) and then said, ""I believe your room keys are ready! (as they all do NOT!!!). In 30 seconds he was back with our keys and off we went to our perfect room.  Things only got better from there."
0.4600000000000001,0.7100000000000001,"We had a great trip to NYC while staying at the Four Seasons. The restaurant was amazing! The concierge was very helpful. The room was immaculate! I would recommend this to anyone, but especially families because the kids will love the indoor pool. "
0.2416666666666667,0.7416666666666666,"Service and amenities are up to Four Seasons standards. Our room on the 24th floor was spacious and had a great view over WTC/Oculus. Pool and gym were also quite attractive. We were not very fond of the breakfast though: it is served in the Cut restaurant, which is nice in the evening but a bit dark in the morning and the quality of the food was not superb."
0.20103305785123968,0.6484435261707988,"Very modern, stylish hotel located in the Downtown area very close to Ground Zero. Very much what one should expect from the ""Four Seasons"" brand in terms of look, feel and vibe. Extremely comfortable room with a massive bathroom (albeit with a somewhat disappointing view) very cool and elegant bar/dining/breakfast room. Clearly a gem in this part of New York City."
0.5643623737373739,0.3429292929292929,"I am a Four Seasons fan.   I have stayed at this brand for years.  Hands down this is the best of the best!   From the moment we were picked up from the airport until we departed, it was the most personal service I have ever received. Laura at reception and Boris who brought us the best avocado toast and bacon every morning were the best!  Thank you Thomas to you and your team.  This may be our new home away from home!See you soon!"
